AttributeName;AttributeType
NoID;ID
A0;string
A1;double
A2;string
A3;double
A4;string
A5;double
A6;string
A7;double
A8;string
A9;double
A10;string
A11;double
A12;string
A13;double
A14;string
A15;double
A16;string
A17;double
A18;string
A19;double
A20;string
A21;double
A22;string
A23;double
A24;string
A25;double
A26;string
A27;double
A28;string
A29;double
A30;string
A31;double
A32;string
A33;double
A34;string
A35;double
A36;string
A37;double
A38;string
A39;double
A40;string
A41;double
A42;string
A43;double
A44;string
A45;double
A46;string
A47;double
A48;string
A49;double

NoID;A0;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49
535;cold;45.5;none;11;red;23445;none;11;hot;0.55;true;11;true;20.7;cold;7;cold;0.55;cold;1234;medium;11;blue;45.5;false;7;true;23445;safe;45.5;hot;0.55;false;7;safe;0.55;false;45.5;safe;45.5;false;0.55;blue;23445;true;20.7;hot;23;danger;20.7
536;red;23;danger;11;none;23;blue;0.55;danger;23445;false;11;red;9;cold;23;danger;1234;none;0.55;none;7;hot;7;none;23;true;11;blue;11;medium;11;red;20.7;red;20.7;medium;0.55;true;10;blue;0.55;none;23;medium;20.7;true;1234;hot;10
537;danger;0.55;none;1234;true;0.55;none;23445;none;7;none;23445;medium;23445;false;1234;safe;7;false;23445;medium;10;blue;0.55;false;11;hot;20.7;none;23445;none;1234;danger;45.5;safe;11;true;1234;medium;9;true;0.55;red;20.7;cold;9;false;7;blue;23
538;true;20.7;safe;23445;medium;23;medium;45.5;cold;23;danger;45.5;cold;45.5;blue;1234;blue;23;medium;23445;true;11;blue;0.55;true;23;medium;1234;blue;7;safe;0.55;true;45.5;medium;7;blue;10;true;1234;red;1234;true;1234;false;23445;danger;0.55;danger;7
539;hot;1234;false;7;hot;9;blue;1234;true;11;false;10;none;9;safe;10;none;23445;safe;10;blue;1234;none;7;true;10;safe;23445;false;1234;danger;9;false;0.55;cold;23445;none;11;blue;0.55;medium;0.55;hot;7;false;10;cold;0.55;danger;23445
540;blue;20.7;red;23445;blue;9;danger;20.7;danger;23;true;1234;false;10;cold;23445;false;0.55;hot;11;blue;11;cold;20.7;danger;23445;false;20.7;hot;7;safe;9;none;20.7;blue;11;hot;10;hot;23445;danger;7;none;7;none;11;cold;7;none;9
541;none;9;cold;7;safe;23445;cold;23;hot;0.55;true;7;true;11;safe;0.55;hot;9;danger;11;false;0.55;hot;23445;red;7;hot;1234;blue;10;cold;9;red;10;none;11;none;9;none;23445;none;11;cold;20.7;medium;23;danger;45.5;danger;11
542;true;0.55;true;10;danger;45.5;danger;7;none;1234;red;20.7;safe;10;hot;9;cold;23;medium;10;true;23;safe;0.55;cold;1234;red;1234;medium;7;none;10;true;0.55;safe;20.7;danger;23445;false;45.5;blue;7;false;23;red;0.55;blue;1234;red;45.5
543;false;20.7;true;11;safe;9;none;9;blue;20.7;cold;9;blue;9;true;23445;danger;23445;safe;0.55;danger;1234;medium;10;none;11;red;20.7;true;7;none;1234;false;0.55;cold;45.5;blue;23445;false;45.5;cold;11;danger;23;false;7;medium;11;blue;10
544;hot;23;danger;10;none;1234;danger;1234;red;45.5;safe;10;true;10;false;9;cold;0.55;false;11;safe;23445;danger;11;none;1234;safe;7;hot;11;red;7;cold;7;danger;9;hot;1234;danger;0.55;medium;10;none;0.55;danger;7;true;23;red;0.55
545;true;10;none;10;cold;23;red;0.55;cold;11;none;20.7;danger;11;red;20.7;red;0.55;red;20.7;blue;23445;blue;11;danger;45.5;hot;1234;cold;23445;none;1234;danger;0.55;safe;0.55;hot;9;medium;10;true;45.5;none;7;true;7;danger;11;true;23445
546;medium;23445;blue;11;true;23445;none;0.55;danger;20.7;none;23;hot;7;danger;9;none;7;true;10;red;23;cold;45.5;cold;45.5;hot;7;true;23445;red;11;safe;0.55;false;0.55;medium;10;blue;1234;cold;0.55;hot;45.5;false;23;false;0.55;cold;1234
547;hot;9;hot;9;safe;0.55;blue;23445;false;0.55;cold;23445;safe;23445;safe;23445;red;9;none;9;medium;0.55;cold;23;none;9;true;11;hot;1234;safe;7;red;1234;safe;1234;false;0.55;danger;0.55;none;1234;red;20.7;true;11;true;23;danger;9
548;hot;23445;medium;0.55;blue;1234;red;10;safe;7;true;45.5;true;45.5;cold;0.55;medium;10;safe;45.5;false;20.7;red;45.5;true;0.55;safe;0.55;none;1234;cold;7;red;45.5;safe;7;true;23;none;10;none;23445;medium;45.5;blue;9;false;7;red;10
549;true;10;cold;23;false;20.7;blue;45.5;true;0.55;none;45.5;danger;0.55;safe;0.55;true;0.55;false;10;medium;1234;none;10;medium;7;medium;7;true;0.55;false;23;danger;1234;medium;1234;medium;10;cold;23;danger;7;true;0.55;danger;9;danger;23;danger;0.55
550;blue;7;cold;0.55;none;9;safe;45.5;cold;20.7;red;10;medium;45.5;medium;1234;safe;7;hot;11;danger;10;true;9;danger;0.55;red;45.5;blue;7;blue;45.5;false;0.55;cold;23445;true;23;safe;45.5;red;1234;false;11;medium;23445;danger;20.7;blue;45.5
551;blue;20.7;safe;23445;safe;20.7;false;45.5;true;11;danger;23445;medium;10;cold;7;blue;1234;danger;45.5;true;45.5;medium;9;blue;10;blue;0.55;blue;0.55;safe;10;red;23445;safe;1234;medium;9;safe;1234;none;0.55;danger;10;safe;20.7;true;45.5;safe;9
552;safe;23;red;7;safe;0.55;cold;0.55;hot;9;true;0.55;cold;10;cold;1234;false;45.5;false;0.55;true;20.7;danger;10;true;1234;safe;45.5;safe;10;none;7;false;10;safe;0.55;none;0.55;danger;0.55;blue;7;cold;23445;blue;23;none;45.5;blue;23
553;none;0.55;medium;10;safe;1234;blue;23;true;10;medium;11;false;1234;hot;23445;red;45.5;danger;45.5;medium;10;blue;45.5;false;11;danger;10;false;23;red;7;none;7;true;23;medium;10;danger;7;none;20.7;safe;45.5;blue;45.5;danger;11;hot;9
554;safe;45.5;red;10;safe;23;blue;9;false;7;hot;0.55;hot;9;danger;7;danger;1234;true;0.55;safe;20.7;cold;11;medium;23445;cold;20.7;red;1234;danger;10;medium;0.55;true;20.7;red;9;medium;0.55;hot;23445;danger;7;blue;7;cold;20.7;medium;23
555;safe;23445;cold;7;true;23445;danger;1234;none;11;true;11;cold;7;cold;11;hot;7;hot;45.5;medium;23445;red;11;danger;0.55;danger;1234;none;1234;blue;11;hot;9;safe;7;blue;0.55;safe;23445;blue;7;false;45.5;none;20.7;blue;20.7;medium;45.5
556;none;20.7;safe;45.5;true;7;safe;10;danger;23;safe;9;true;0.55;false;1234;none;23445;blue;10;blue;23;none;0.55;none;11;safe;11;cold;0.55;cold;23;danger;9;blue;23445;medium;0.55;blue;11;none;23;hot;11;danger;45.5;safe;0.55;danger;10
557;true;0.55;blue;10;medium;11;cold;11;none;20.7;danger;9;false;9;cold;7;hot;1234;false;7;hot;23;none;9;none;45.5;hot;0.55;danger;10;hot;9;cold;23;red;0.55;blue;20.7;safe;1234;false;45.5;red;10;red;45.5;hot;1234;cold;20.7
558;red;45.5;medium;11;hot;0.55;medium;9;red;23;hot;23;false;0.55;hot;11;false;10;none;10;red;45.5;cold;9;safe;10;false;1234;cold;9;safe;10;hot;0.55;false;45.5;hot;9;blue;11;red;9;true;23445;none;45.5;medium;20.7;blue;9
559;true;1234;danger;10;blue;45.5;blue;11;none;23445;true;1234;cold;9;hot;7;cold;10;danger;7;hot;23445;none;1234;medium;0.55;cold;9;hot;45.5;hot;23;medium;20.7;none;10;blue;9;red;9;blue;0.55;safe;9;none;0.55;blue;23;false;0.55
560;blue;23445;cold;9;blue;20.7;safe;1234;none;20.7;safe;45.5;blue;0.55;false;20.7;blue;10;blue;1234;cold;20.7;cold;1234;red;10;blue;9;cold;23445;hot;45.5;red;1234;medium;11;hot;45.5;false;10;blue;9;danger;0.55;red;23;danger;45.5;true;23
561;medium;9;medium;23;true;7;medium;45.5;safe;11;false;7;false;20.7;true;11;blue;20.7;cold;23;safe;1234;none;45.5;none;23445;cold;7;safe;45.5;cold;1234;none;10;blue;9;cold;1234;hot;10;false;9;none;20.7;cold;1234;false;23445;true;20.7
562;none;0.55;false;10;hot;9;none;23;red;11;red;1234;safe;9;blue;23;hot;10;false;23445;none;0.55;none;45.5;false;23;false;20.7;safe;7;true;23445;true;10;red;23445;none;23445;none;9;safe;0.55;danger;9;true;45.5;blue;10;safe;9
563;hot;23445;red;1234;danger;0.55;cold;1234;danger;23445;safe;45.5;none;45.5;cold;45.5;cold;0.55;blue;9;true;23445;red;45.5;false;20.7;blue;23445;hot;23445;none;45.5;cold;45.5;blue;20.7;none;7;safe;1234;true;23;hot;11;hot;9;danger;10;cold;23
564;safe;0.55;none;23;none;9;cold;20.7;false;1234;none;9;false;23;danger;45.5;blue;11;true;0.55;false;0.55;danger;23445;false;1234;blue;11;safe;0.55;true;20.7;cold;11;false;20.7;safe;23;safe;0.55;none;9;danger;23;false;45.5;safe;0.55;none;10
565;hot;10;none;45.5;danger;0.55;blue;45.5;medium;0.55;hot;45.5;red;45.5;red;23;none;45.5;hot;7;blue;45.5;red;45.5;safe;10;safe;20.7;none;7;danger;10;medium;0.55;red;7;hot;23;true;1234;none;20.7;safe;23;hot;23;none;45.5;true;1234
566;true;0.55;medium;10;none;10;safe;10;cold;9;red;7;red;1234;none;23;true;7;cold;1234;cold;20.7;medium;1234;blue;23445;blue;23445;medium;1234;cold;11;hot;0.55;medium;1234;hot;0.55;red;20.7;safe;23;none;23445;false;9;blue;23;medium;9
567;medium;9;cold;45.5;hot;20.7;false;10;none;7;blue;23445;true;0.55;false;23445;medium;11;safe;9;true;1234;red;11;none;0.55;false;9;danger;0.55;red;10;red;23;danger;1234;danger;1234;medium;20.7;none;23445;none;0.55;medium;10;none;0.55;danger;10
568;medium;23445;none;45.5;hot;23;true;9;none;45.5;true;11;safe;23445;true;20.7;blue;0.55;medium;7;red;9;danger;23445;none;23445;danger;9;blue;11;cold;20.7;cold;1234;red;20.7;medium;23445;true;9;red;0.55;true;23445;medium;7;danger;45.5;red;23445
569;none;20.7;false;7;blue;1234;blue;0.55;false;10;hot;0.55;blue;11;cold;9;red;7;hot;10;danger;23;hot;1234;safe;45.5;true;9;none;11;none;23445;true;11;blue;1234;hot;9;danger;0.55;blue;0.55;cold;1234;blue;20.7;none;20.7;hot;10
570;safe;9;red;9;false;45.5;safe;10;red;20.7;hot;1234;medium;7;true;23;none;45.5;medium;9;danger;7;hot;23;blue;9;true;20.7;safe;20.7;cold;45.5;cold;20.7;hot;7;blue;7;hot;10;hot;9;medium;20.7;cold;20.7;medium;7;cold;45.5
571;none;45.5;medium;10;hot;7;blue;11;hot;20.7;medium;9;hot;7;hot;11;blue;10;blue;11;false;45.5;blue;10;true;23445;true;45.5;safe;0.55;blue;45.5;hot;9;false;10;medium;7;cold;23;danger;0.55;true;23;medium;45.5;hot;0.55;cold;0.55
572;red;23;cold;10;safe;9;cold;20.7;none;20.7;medium;0.55;hot;0.55;red;7;danger;20.7;none;11;blue;11;hot;9;cold;9;blue;23;cold;23;hot;23445;cold;23445;true;10;hot;23;danger;23445;medium;23445;safe;23445;danger;11;blue;45.5;none;23445
573;true;9;safe;0.55;none;23445;false;23445;none;45.5;medium;11;none;11;hot;1234;hot;23445;red;20.7;blue;1234;false;1234;safe;11;hot;1234;safe;7;danger;10;blue;11;blue;1234;none;20.7;danger;23445;danger;10;medium;20.7;red;23;blue;23;blue;10
574;blue;10;hot;11;danger;20.7;danger;7;red;9;danger;7;hot;9;danger;0.55;none;23;danger;23445;true;9;safe;23;safe;20.7;blue;20.7;red;0.55;danger;9;false;20.7;danger;45.5;none;7;danger;11;safe;10;medium;23;true;1234;false;23;danger;1234
575;true;11;false;20.7;red;7;true;23;cold;7;danger;23;safe;11;safe;45.5;cold;45.5;none;23445;medium;11;cold;20.7;medium;9;hot;20.7;blue;10;danger;20.7;none;1234;danger;23445;true;0.55;safe;0.55;cold;23445;cold;1234;cold;9;blue;20.7;cold;10
576;none;23445;safe;20.7;false;23;true;23445;red;9;danger;20.7;none;20.7;blue;9;cold;9;cold;9;hot;7;safe;23;false;9;medium;23445;cold;23445;medium;10;none;7;red;1234;safe;45.5;none;45.5;none;45.5;hot;0.55;medium;45.5;red;1234;cold;23445
577;hot;11;red;23445;hot;45.5;cold;10;medium;0.55;red;7;true;45.5;true;23445;true;1234;false;7;false;45.5;medium;11;danger;0.55;hot;45.5;cold;1234;cold;9;medium;23445;none;0.55;danger;45.5;none;23445;none;1234;blue;1234;red;20.7;true;1234;red;20.7
578;blue;0.55;medium;7;blue;10;false;23445;none;10;false;7;red;10;true;45.5;danger;9;danger;20.7;false;1234;true;7;red;45.5;danger;10;red;23445;true;7;true;20.7;true;9;cold;9;danger;23;cold;45.5;true;10;none;23;cold;10;safe;20.7
579;blue;9;cold;9;hot;23;none;0.55;none;10;cold;9;true;45.5;blue;20.7;red;0.55;red;23445;hot;23;medium;7;none;23;danger;45.5;danger;7;danger;1234;blue;7;false;9;blue;23445;none;23445;hot;20.7;safe;0.55;medium;23;safe;10;true;9
580;danger;45.5;medium;9;true;20.7;none;45.5;safe;20.7;false;23;hot;0.55;none;1234;blue;23445;hot;9;danger;11;none;1234;false;0.55;false;0.55;safe;1234;none;0.55;red;1234;safe;1234;cold;11;red;9;blue;11;false;10;none;10;danger;23445;danger;45.5
581;false;7;danger;10;safe;1234;blue;9;danger;45.5;hot;45.5;red;7;true;10;danger;23;safe;7;hot;9;hot;45.5;danger;23;red;7;cold;9;true;1234;true;45.5;true;9;cold;11;cold;7;blue;11;danger;20.7;none;10;danger;45.5;false;10
582;none;23445;danger;11;false;1234;danger;0.55;hot;7;danger;23;hot;11;medium;9;hot;10;danger;7;true;45.5;medium;10;red;10;none;1234;hot;0.55;cold;10;cold;0.55;hot;23;safe;20.7;danger;7;hot;23;medium;1234;red;0.55;medium;0.55;blue;11
583;cold;23;none;23;danger;0.55;safe;45.5;safe;9;true;23;cold;10;cold;0.55;medium;11;true;1234;none;10;danger;7;red;10;none;20.7;blue;7;danger;20.7;true;23;true;23445;cold;11;medium;1234;none;10;blue;11;medium;11;cold;9;blue;0.55
584;hot;10;true;20.7;hot;1234;danger;0.55;hot;7;safe;0.55;blue;7;safe;11;safe;45.5;cold;1234;safe;23;red;23445;true;9;none;23445;safe;9;false;11;none;23445;danger;23;false;7;safe;20.7;false;1234;false;23445;danger;1234;false;9;true;11
585;red;45.5;blue;7;blue;23445;true;7;safe;0.55;safe;9;blue;23445;cold;23;red;9;false;20.7;hot;23;true;45.5;red;23445;true;0.55;true;9;cold;23445;cold;11;none;7;safe;20.7;false;23;cold;20.7;cold;23;false;0.55;red;1234;red;9
586;none;1234;blue;23;blue;7;cold;45.5;medium;1234;safe;7;red;10;safe;23445;danger;11;true;11;none;10;none;11;hot;11;danger;10;false;11;danger;1234;cold;45.5;danger;23445;medium;7;blue;20.7;red;9;false;7;danger;10;red;9;none;20.7
587;hot;9;true;23445;blue;11;medium;10;medium;9;true;1234;cold;9;hot;0.55;true;7;blue;1234;false;11;false;11;false;9;true;23;true;1234;hot;0.55;none;7;hot;0.55;blue;9;true;23445;safe;9;none;23445;danger;7;hot;7;danger;11
588;none;45.5;medium;0.55;none;45.5;true;23;none;1234;medium;20.7;safe;9;none;20.7;safe;0.55;true;23445;cold;20.7;danger;45.5;danger;20.7;false;1234;medium;10;safe;1234;medium;23;cold;20.7;medium;9;true;23445;none;23;danger;9;safe;23;medium;11;cold;1234
589;hot;23;none;11;hot;0.55;safe;9;true;20.7;blue;10;safe;10;danger;45.5;none;9;hot;10;true;11;medium;0.55;cold;10;blue;1234;true;23445;true;23;safe;20.7;hot;10;hot;11;cold;23;true;1234;safe;23;none;45.5;hot;23;medium;1234
590;red;45.5;true;1234;danger;0.55;safe;0.55;cold;0.55;true;23;hot;20.7;medium;20.7;cold;23;red;23445;cold;11;cold;45.5;red;7;danger;1234;hot;0.55;none;23;danger;23445;red;11;safe;1234;medium;45.5;safe;9;hot;11;red;20.7;cold;1234;red;23445
591;blue;45.5;cold;45.5;true;11;safe;1234;false;23445;false;0.55;cold;20.7;none;20.7;safe;23;true;45.5;safe;20.7;danger;45.5;none;0.55;medium;11;cold;9;hot;23445;medium;7;danger;45.5;cold;0.55;true;1234;red;1234;none;20.7;none;0.55;safe;23;none;45.5
592;none;0.55;red;23445;danger;7;medium;11;cold;11;hot;23;false;11;false;11;true;9;none;45.5;none;23;safe;9;true;11;true;9;blue;9;true;1234;true;45.5;hot;11;false;7;red;7;false;45.5;none;1234;medium;9;medium;45.5;red;9
593;cold;9;safe;45.5;true;7;true;9;red;45.5;safe;9;cold;11;false;1234;blue;23445;none;11;blue;7;false;7;medium;20.7;false;9;hot;10;none;23445;hot;45.5;blue;45.5;true;10;none;23;safe;10;medium;7;safe;9;danger;1234;danger;10
594;safe;45.5;none;1234;blue;23;hot;7;danger;1234;hot;23;medium;45.5;red;10;cold;45.5;hot;45.5;safe;9;cold;0.55;safe;11;true;1234;cold;45.5;medium;9;cold;7;hot;7;cold;23445;medium;7;none;23;false;23445;blue;0.55;safe;20.7;danger;0.55
595;safe;9;blue;10;false;1234;hot;23445;false;0.55;hot;0.55;none;1234;safe;7;blue;23445;blue;11;false;10;medium;10;hot;1234;false;23445;false;1234;false;1234;hot;9;hot;0.55;true;23;red;0.55;red;23445;hot;10;hot;7;cold;23445;blue;0.55
596;blue;45.5;danger;0.55;safe;9;hot;23445;blue;23;false;23445;medium;9;danger;0.55;safe;7;safe;23445;false;45.5;none;9;red;10;hot;1234;false;23;danger;20.7;false;7;false;23;red;1234;danger;1234;safe;20.7;blue;20.7;false;9;true;10;danger;10
597;safe;9;blue;20.7;danger;11;hot;11;true;11;red;45.5;cold;7;hot;20.7;none;20.7;blue;45.5;false;20.7;blue;23445;false;11;danger;45.5;cold;1234;cold;0.55;cold;0.55;false;23445;safe;10;red;1234;blue;9;cold;1234;safe;0.55;none;23445;danger;23
598;none;11;safe;20.7;false;11;none;11;cold;23;false;7;medium;20.7;blue;23;false;9;none;23;none;23;cold;7;none;45.5;danger;10;safe;9;false;7;safe;11;none;20.7;hot;45.5;red;7;hot;45.5;none;10;false;9;safe;45.5;danger;10
599;false;45.5;medium;0.55;red;11;safe;23445;true;11;blue;45.5;medium;0.55;danger;23445;blue;20.7;cold;9;blue;0.55;none;10;safe;1234;hot;23445;true;11;danger;23;hot;23445;false;45.5;medium;11;medium;11;safe;1234;false;23445;danger;45.5;blue;45.5;cold;1234
600;hot;0.55;cold;1234;false;23445;cold;23;true;9;danger;23;none;11;blue;23445;hot;23445;safe;10;blue;7;true;20.7;medium;23;danger;20.7;true;1234;none;23;safe;11;none;23445;true;20.7;hot;9;medium;9;none;23;cold;0.55;blue;9;true;11
601;safe;11;medium;7;false;45.5;medium;11;medium;20.7;safe;11;hot;1234;hot;23;safe;9;blue;11;none;10;blue;7;medium;7;false;10;none;0.55;none;23445;safe;23;safe;0.55;danger;0.55;cold;45.5;red;11;safe;9;cold;9;danger;1234;red;20.7
602;safe;23;medium;7;red;0.55;none;7;none;9;true;7;blue;9;medium;1234;cold;20.7;red;1234;blue;23445;red;7;red;23445;hot;23445;cold;0.55;medium;45.5;safe;11;safe;1234;cold;11;blue;1234;none;10;danger;23445;safe;20.7;true;11;blue;1234
603;none;7;red;11;none;45.5;safe;10;blue;23;false;9;red;0.55;blue;45.5;cold;20.7;danger;45.5;false;23445;safe;10;hot;23445;medium;45.5;red;23445;none;0.55;safe;11;danger;7;safe;11;none;11;cold;0.55;blue;1234;none;45.5;blue;23;cold;10
604;true;23;false;23445;none;23445;red;10;none;45.5;medium;1234;danger;10;blue;7;safe;10;hot;1234;false;20.7;medium;23;danger;0.55;cold;23445;blue;11;none;11;false;1234;hot;7;red;11;cold;45.5;true;45.5;false;11;blue;11;false;20.7;hot;10
605;false;10;none;0.55;blue;7;false;20.7;false;20.7;true;23;danger;45.5;false;0.55;hot;11;false;11;false;45.5;hot;10;cold;11;false;45.5;true;11;medium;0.55;none;0.55;none;1234;danger;23445;danger;23445;true;9;medium;1234;false;10;danger;23445;false;23445
606;none;20.7;none;23445;danger;0.55;none;45.5;medium;1234;red;23445;true;1234;false;1234;red;9;false;23445;safe;45.5;danger;23;true;11;safe;0.55;red;10;medium;23;none;11;cold;45.5;blue;23;hot;45.5;false;23;false;11;medium;23445;red;23;danger;9
607;red;20.7;safe;23;medium;45.5;hot;11;false;45.5;hot;23;true;20.7;none;23445;hot;20.7;false;9;false;1234;true;23445;danger;20.7;cold;23;true;7;medium;9;red;11;none;9;danger;20.7;blue;23445;false;23;safe;45.5;blue;23445;danger;10;false;11
608;cold;7;true;11;safe;45.5;safe;0.55;safe;23445;true;11;hot;45.5;cold;10;safe;0.55;red;10;blue;23;safe;10;blue;45.5;safe;9;true;23445;true;23445;medium;9;blue;10;cold;23445;red;20.7;true;23445;cold;23445;red;9;blue;11;red;1234
609;medium;45.5;true;23445;true;20.7;none;23445;red;11;false;1234;red;23;medium;11;red;20.7;blue;9;red;9;true;23445;true;45.5;false;7;medium;0.55;false;11;hot;23;safe;9;danger;20.7;true;11;blue;11;false;20.7;cold;9;false;23;hot;0.55
610;red;1234;medium;11;none;0.55;blue;11;blue;20.7;red;10;safe;23;hot;7;none;1234;danger;23;red;23;safe;11;blue;10;medium;45.5;red;10;false;9;cold;10;blue;23445;true;0.55;true;11;danger;23;cold;45.5;medium;23445;danger;10;none;23445
611;cold;9;safe;0.55;true;23445;false;0.55;cold;23445;safe;23;false;11;blue;23445;danger;23445;none;9;safe;0.55;false;1234;false;10;false;7;safe;11;danger;20.7;danger;1234;red;7;blue;11;none;0.55;medium;0.55;false;23;red;10;blue;10;blue;10
612;cold;1234;cold;45.5;hot;0.55;none;23445;hot;10;none;0.55;medium;11;true;9;cold;9;blue;0.55;blue;23;none;45.5;true;9;none;1234;red;1234;blue;23;false;11;medium;0.55;none;45.5;none;45.5;medium;11;true;45.5;none;7;danger;7;hot;20.7
613;red;23;none;7;hot;10;cold;7;danger;23445;red;45.5;red;1234;safe;0.55;red;9;medium;10;medium;11;none;1234;none;23;true;23445;cold;20.7;danger;7;blue;23;hot;45.5;safe;0.55;blue;0.55;medium;10;hot;9;medium;7;cold;0.55;medium;10
614;none;23;hot;45.5;red;9;false;7;true;11;cold;11;red;23445;true;1234;cold;45.5;red;23445;cold;9;danger;20.7;hot;0.55;medium;45.5;red;1234;danger;0.55;medium;9;true;7;medium;10;hot;45.5;cold;11;red;23445;cold;23445;blue;1234;medium;20.7
615;safe;0.55;medium;11;medium;0.55;blue;0.55;blue;0.55;red;45.5;true;11;safe;1234;cold;0.55;medium;0.55;hot;11;medium;23445;blue;45.5;false;10;danger;7;cold;7;true;23;none;11;none;23;danger;0.55;danger;23445;hot;1234;cold;9;hot;20.7;danger;23445
616;true;20.7;hot;23445;safe;20.7;none;20.7;false;0.55;safe;23445;hot;20.7;danger;9;safe;0.55;hot;9;blue;20.7;blue;45.5;safe;45.5;blue;23;safe;45.5;hot;23445;true;23;blue;23;hot;0.55;none;45.5;medium;0.55;hot;0.55;medium;10;hot;11;true;1234
617;true;23445;danger;7;safe;9;medium;0.55;none;7;medium;45.5;none;7;false;20.7;none;10;safe;45.5;cold;20.7;medium;1234;danger;0.55;none;1234;false;9;red;11;hot;10;danger;0.55;cold;23;medium;1234;safe;23;true;20.7;true;10;medium;7;none;11
618;blue;23445;true;20.7;hot;7;hot;23445;medium;11;blue;45.5;danger;9;none;7;danger;10;cold;0.55;cold;10;blue;1234;cold;9;danger;9;safe;1234;medium;11;safe;1234;medium;9;hot;11;red;20.7;medium;9;danger;7;danger;23445;danger;23445;hot;7
619;medium;9;false;10;medium;11;safe;9;medium;23;hot;23;none;7;danger;23;true;23445;danger;20.7;danger;23;false;23445;red;23;true;23445;safe;7;none;0.55;none;9;danger;45.5;true;10;medium;23;medium;7;safe;20.7;none;1234;medium;11;blue;0.55
620;false;7;red;7;none;9;medium;20.7;hot;23445;cold;45.5;false;20.7;none;45.5;danger;45.5;safe;20.7;blue;23;blue;7;danger;45.5;medium;7;cold;0.55;blue;20.7;true;23;false;7;medium;0.55;false;23445;red;45.5;none;23;safe;7;medium;23;false;23
621;true;1234;safe;7;true;20.7;true;9;danger;11;danger;45.5;red;0.55;none;11;true;20.7;hot;1234;safe;11;cold;1234;blue;1234;hot;10;cold;45.5;danger;10;blue;11;none;1234;medium;10;medium;23;danger;20.7;true;10;blue;20.7;red;9;danger;1234
622;blue;11;true;11;medium;0.55;red;1234;medium;23;true;7;none;20.7;safe;0.55;safe;23445;red;0.55;medium;10;true;23;cold;7;hot;23445;blue;7;blue;11;medium;1234;red;1234;none;11;red;23;none;9;false;7;false;0.55;safe;9;red;0.55
623;none;0.55;cold;10;red;0.55;cold;0.55;danger;23445;cold;9;red;7;red;23445;red;20.7;medium;1234;none;1234;false;7;false;0.55;red;1234;true;20.7;cold;23;red;7;safe;10;medium;1234;false;23;hot;7;danger;23;cold;23445;red;10;blue;1234
624;safe;23;safe;10;blue;0.55;none;23445;none;23;cold;11;false;23445;red;11;danger;7;blue;10;danger;45.5;blue;11;red;23445;medium;20.7;red;45.5;red;0.55;hot;7;true;11;none;20.7;hot;0.55;safe;11;blue;7;safe;7;cold;23445;hot;1234
625;danger;9;hot;45.5;danger;0.55;medium;45.5;safe;23;safe;9;true;45.5;false;23445;cold;7;danger;11;cold;23;blue;0.55;cold;7;false;0.55;hot;10;red;23445;false;11;blue;45.5;safe;9;danger;1234;hot;23;danger;23445;medium;10;cold;9;safe;20.7
626;cold;1234;medium;11;red;11;medium;23;false;10;red;0.55;danger;20.7;true;10;hot;23;medium;11;none;11;medium;1234;medium;23445;safe;20.7;none;23445;none;23445;true;7;safe;9;medium;9;red;7;safe;10;hot;1234;false;23445;safe;23445;hot;0.55
627;hot;9;red;23;safe;20.7;hot;23;blue;0.55;safe;0.55;blue;23;safe;10;false;11;medium;10;safe;7;false;1234;safe;0.55;cold;11;safe;20.7;true;0.55;blue;10;none;23445;safe;1234;hot;7;true;20.7;medium;7;none;23445;true;23445;medium;0.55
628;false;45.5;hot;9;danger;20.7;cold;1234;false;23445;red;9;blue;1234;danger;10;cold;10;true;1234;safe;1234;medium;10;blue;7;red;10;false;7;none;7;false;11;none;7;blue;7;danger;23;safe;1234;true;7;medium;10;danger;23;none;10
629;medium;23;none;23;safe;45.5;false;7;none;11;danger;23445;red;1234;true;0.55;none;45.5;none;45.5;none;45.5;safe;10;none;1234;red;7;red;23445;cold;9;medium;45.5;true;10;blue;10;red;1234;cold;1234;cold;45.5;cold;20.7;true;7;medium;20.7
630;red;45.5;none;11;none;23445;safe;23445;red;7;false;7;safe;23445;none;0.55;blue;23445;medium;23445;medium;23445;blue;11;none;7;danger;23;cold;23;danger;0.55;danger;9;red;23;false;1234;none;1234;safe;20.7;none;7;safe;11;blue;9;safe;9
631;red;1234;medium;11;red;10;hot;1234;hot;11;safe;23;red;0.55;blue;7;true;23;medium;23;hot;1234;hot;7;medium;0.55;false;20.7;none;7;red;1234;danger;9;blue;1234;cold;11;red;23445;blue;11;blue;0.55;none;20.7;cold;7;none;23
632;safe;45.5;medium;23;hot;7;false;11;hot;20.7;none;45.5;medium;10;hot;0.55;danger;1234;red;10;cold;20.7;danger;0.55;cold;1234;cold;10;hot;7;false;23;true;45.5;danger;7;false;45.5;safe;10;danger;0.55;none;11;cold;10;blue;10;safe;1234
